Battery Pack Voltage (V),Battery Current (A),Battery Capacity (Kwh),Internal Resistance (ohm),Voc,SoC (%),Full Charge Battery Capacity (kwh),SoH (%),Available Energy (kwh),Power Drawn (W),Power (kW),Charge Current Capacity (Ah),Duration (hrs),Remainig Energy (kwh),Range150 (km),Speed (km/hr),Range145 (km),Speed (km/hr),Range140 (km),Speed (km/hr)
54.99,14.65,0.8056035,0.123955432,56.80594708,90.17707919,3.183216,90.17707919,2.857666207,805.6035,0.8056035,54.4,3.71331058,0.726469706,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.993498279,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.177483444,57.59013245,94.04006133,3.183216,94.04006134,2.857666207,805.6035,0.8056035,54.4,3.71331058,0.757590025,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.177954847,57.59703851,94.07408134,3.183216,94.07408134,2.672081816,805.6035,0.8056035,54.4,3.71331058,0.757864092,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123611111,56.80090278,90.15223043,3.183216,90.15223042,2.65370116,805.6035,0.8056035,54.4,3.71331058,0.726269524,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.32,0.781156,0.057106599,55.3677665,83.0924458,3.183216,83.09244578,2.661356308,781.156,0.781156,54.4,3.798882682,0.649081626,150,39.48529412,145,38.16911765,140,36.85294118
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.892929123,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.119521912,56.30099602,87.68963555,3.183216,87.68963554,2.871716453,799.1575,0.7991575,54.4,3.71331058,0.700778299,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125,56.38125,88.08497537,3.183216,88.08497538,2.892031011,799.1575,0.7991575,54.4,3.71331058,0.703937687,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.186629526,57.72785515,94.71849829,3.183216,94.7184983,3.01450909,806.7033,0.8067033,54.4,3.708248125,0.764097251,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.057324841,55.38980892,83.20102915,3.183216,83.20102915,2.856576271,799.1575,0.7991575,54.4,3.71331058,0.664907265,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,3.01450909,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.118193891,56.7215405,89.76128327,3.183216,89.76128327,3.016293609,805.6035,0.8056035,54.4,3.71331058,0.72312004,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.195906433,57.86002924,95.36960217,3.183216,95.36960216,2.844578745,805.6035,0.8056035,54.4,3.71331058,0.768300853,150,40.39522059,145,39.04871324,140,37.70220588
54.55,15.01,0.8187955,0.065982405,55.54039589,83.94283692,3.183216,83.94283693,3.01450909,818.7955,0.8187955,54.4,3.6242505,0.687320171,150,41.38786765,145,40.00827206,140,38.62867647
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.804734906,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123955432,56.80594708,90.17707919,3.183216,90.17707919,3.016293609,805.6035,0.8056035,54.4,3.71331058,0.726469706,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.050209964,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186111111,57.71652778,94.66269841,3.183216,94.66269842,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.762606012,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186111111,57.71652778,94.66269841,3.183216,94.66269842,2.80393503,805.6035,0.8056035,54.4,3.71331058,0.762606012,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123611111,56.80090278,90.15223043,3.183216,90.15223042,2.870919959,805.6035,0.8056035,54.4,3.71331058,0.726269524,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.661356308,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186111111,57.71652778,94.66269841,3.183216,94.66269842,2.654064831,805.6035,0.8056035,54.4,3.71331058,0.762606012,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.119205298,56.25463576,87.46125991,3.183216,87.4612599,2.870531213,780.065,0.780065,54.4,3.804195804,0.682254677,150,39.43014706,145,38.11580882,140,36.80147059
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.870531213,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.994581209,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.661356308,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.994581209,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123611111,56.80090278,90.15223043,3.183216,90.15223042,2.840036435,805.6035,0.8056035,54.4,3.71331058,0.726269524,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.177954847,57.59703851,94.07408134,3.183216,94.07408134,3.013318162,805.6035,0.8056035,54.4,3.71331058,0.757864092,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.0625,55.465625,83.57450739,3.183216,83.57450738,2.869740223,799.1575,0.7991575,54.4,3.71331058,0.667891944,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123611111,56.80090278,90.15223043,3.183216,90.15223042,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.726269524,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.119521912,56.30099602,87.68963555,3.183216,87.68963554,3.01450909,799.1575,0.7991575,54.4,3.71331058,0.700778299,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186111111,57.71652778,94.66269841,3.183216,94.66269842,2.993498279,805.6035,0.8056035,54.4,3.71331058,0.762606012,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125348189,56.38885794,88.1224529,3.183216,88.12245289,2.995139306,800.2485,0.8002485,54.4,3.708248125,0.705198607,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.195906433,57.86002924,95.36960217,3.183216,95.36960216,2.994581209,805.6035,0.8056035,54.4,3.71331058,0.768300853,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.170700637,57.49076433,93.55056321,3.183216,93.5505632,2.870919959,805.6035,0.8056035,54.4,3.71331058,0.753646611,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.857666207,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,15.02,0.8259498,0.196769457,57.94547724,95.79052827,3.183216,95.79052826,3.013318162,825.9498,0.8259498,54.4,3.62183755,0.791181677,150,41.41544118,145,40.03492647,140,38.65441176
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.858390285,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.059760956,55.42549801,83.37683748,3.183216,83.37683748,2.65370116,799.1575,0.7991575,54.4,3.71331058,0.66631225,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.894242988,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,3.016293609,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.0625,55.465625,83.57450739,3.183216,83.57450738,2.857295531,799.1575,0.7991575,54.4,3.71331058,0.667891944,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,3.048231786,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.059760956,55.42549801,83.37683748,3.183216,83.37683748,3.01450909,799.1575,0.7991575,54.4,3.71331058,0.66631225,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125698324,56.39399441,88.14775573,3.183216,88.14775573,2.857666207,800.2485,0.8002485,54.4,3.708248125,0.705401093,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.996229491,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.177483444,57.59013245,94.04006133,3.183216,94.04006134,2.804734906,805.6035,0.8056035,54.4,3.71331058,0.757590025,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.119521912,56.25916335,87.48356328,3.183216,87.48356329,3.01450909,780.065,0.780065,54.4,3.804195804,0.682428658,150,39.43014706,145,38.11580882,140,36.80147059
54.99,14.67,0.8067033,0.178428762,57.60754993,94.12586174,3.183216,94.12586174,2.869740223,806.7033,0.8067033,54.4,3.708248125,0.759316433,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.177483444,57.59013245,94.04006133,3.183216,94.04006134,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.757590025,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125698324,56.39399441,88.14775573,3.183216,88.14775573,2.857295531,800.2485,0.8002485,54.4,3.708248125,0.705401093,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.119521912,56.30099602,87.68963555,3.183216,87.68963554,2.65370116,799.1575,0.7991575,54.4,3.71331058,0.700778299,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125348189,56.38885794,88.1224529,3.183216,88.12245289,2.871716453,800.2485,0.8002485,54.4,3.708248125,0.705198607,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.0625,55.465625,83.57450739,3.183216,83.57450738,2.804734906,799.1575,0.7991575,54.4,3.71331058,0.667891944,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.114649682,56.22961783,87.33801889,3.183216,87.33801888,3.013318162,799.1575,0.7991575,54.4,3.71331058,0.697968328,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.059602649,55.42317881,83.36541285,3.183216,83.36541284,2.791350509,799.1575,0.7991575,54.4,3.71331058,0.666220949,150,40.39522059,145,39.04871324,140,37.70220588
54.99,15.02,0.8259498,0.124301676,56.85701117,90.42862647,3.183216,90.42862646,2.901426208,825.9498,0.8259498,54.4,3.62183755,0.746895059,150,41.41544118,145,40.03492647,140,38.65441176
54.55,14.65,0.7991575,0.059760956,55.42549801,83.37683748,3.183216,83.37683748,2.83839572,799.1575,0.7991575,54.4,3.71331058,0.66631225,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.187150838,57.73550279,94.7561714,3.183216,94.7561714,2.870531213,806.7033,0.8067033,54.4,3.708248125,0.764401162,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.123611111,56.80090278,90.15223043,3.183216,90.15223042,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.726269524,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125,56.38125,88.08497537,3.183216,88.08497538,2.993498279,799.1575,0.7991575,54.4,3.71331058,0.703937687,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.994581209,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.869740223,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.645012029,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.119521912,56.30099602,87.68963555,3.183216,87.68963554,2.791350509,799.1575,0.7991575,54.4,3.71331058,0.700778299,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.119840213,56.30805593,87.72441343,3.183216,87.72441342,2.80393503,800.2485,0.8002485,54.4,3.708248125,0.702013303,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.67,0.8002485,0.062674095,55.46942897,83.59324615,3.183216,83.59324614,3.015094393,800.2485,0.8002485,54.4,3.708248125,0.668953698,150,40.45036765,145,39.10202206,140,37.75367647
54.99,15.03,0.8264997,0.130882353,56.95716176,90.92197914,3.183216,90.92197916,2.648468472,826.4997,0.8264997,54.4,3.619427811,0.751469885,150,41.44301471,145,40.06158088,140,38.68014706
54.55,14.3,0.780065,0.059760956,55.40458167,83.27380135,3.183216,83.27380134,2.804734906,780.065,0.780065,54.4,3.804195804,0.649589779,150,39.43014706,145,38.11580882,140,36.80147059
54.55,14.65,0.7991575,0.0625,55.465625,83.57450739,3.183216,83.57450738,2.857295531,799.1575,0.7991575,54.4,3.71331058,0.667891944,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.123955432,56.80594708,90.17707919,3.183216,90.17707919,3.035820435,805.6035,0.8056035,54.4,3.71331058,0.726469706,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.672081816,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.119521912,56.30338645,87.7014111,3.183216,87.70141109,3.01450909,800.2485,0.8002485,54.4,3.708248125,0.701829227,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.67,0.8067033,0.186629526,57.72785515,94.71849829,3.183216,94.7184983,2.870531213,806.7033,0.8067033,54.4,3.708248125,0.764097251,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.177954847,57.59703851,94.07408134,3.183216,94.07408134,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.757864092,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,3.013318162,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125698324,56.39399441,88.14775573,3.183216,88.14775573,3.013318162,800.2485,0.8002485,54.4,3.708248125,0.705401093,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.869740223,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.66075703,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,3.013318162,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.784080819,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.118193891,56.72390438,89.77292799,3.183216,89.77292798,3.01450909,806.7033,0.8067033,54.4,3.708248125,0.724201173,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.67,0.8067033,0.187150838,57.73550279,94.7561714,3.183216,94.7561714,2.804734906,806.7033,0.8067033,54.4,3.708248125,0.764401162,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.804734906,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.0625,55.465625,83.57450739,3.183216,83.57450738,2.804734906,799.1575,0.7991575,54.4,3.71331058,0.667891944,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.869740223,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.118193891,56.7215405,89.76128327,3.183216,89.76128327,2.994581209,805.6035,0.8056035,54.4,3.71331058,0.72312004,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.660357091,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.869740223,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.196480938,57.87237537,95.43042052,3.183216,95.43042052,2.791350509,806.7033,0.8067033,54.4,3.708248125,0.769840352,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.013318162,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.80512802,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.187150838,57.73550279,94.7561714,3.183216,94.7561714,3.035820435,806.7033,0.8067033,54.4,3.708248125,0.764401162,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.125,56.38125,88.08497537,3.183216,88.08497538,2.977916496,799.1575,0.7991575,54.4,3.71331058,0.703937687,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.125698324,56.39399441,88.14775573,3.183216,88.14775573,3.049219422,800.2485,0.8002485,54.4,3.708248125,0.705401093,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.3,0.786357,0.177954847,57.53475432,93.76726264,3.183216,93.76726264,3.01450909,786.357,0.786357,54.4,3.804195804,0.737345433,150,39.43014706,145,38.11580882,140,36.80147059
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.654064831,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.67,0.8002485,0.119521912,56.30338645,87.7014111,3.183216,87.70141109,2.66075703,800.2485,0.8002485,54.4,3.708248125,0.701829227,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.66075703,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.660357091,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,2.66075703,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.059760956,55.40458167,83.27380135,3.183216,83.27380134,2.654064831,780.065,0.780065,54.4,3.804195804,0.649589779,150,39.43014706,145,38.11580882,140,36.80147059
54.55,14.65,0.7991575,0.059602649,55.42317881,83.36541285,3.183216,83.36541284,2.805933464,799.1575,0.7991575,54.4,3.71331058,0.666220949,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.059602649,55.40231788,83.26264966,3.183216,83.26264966,3.01450909,780.065,0.780065,54.4,3.804195804,0.649502788,150,39.43014706,145,38.11580882,140,36.80147059
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.993498279,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.784790784,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.119205298,56.25463576,87.46125991,3.183216,87.4612599,2.996229491,780.065,0.780065,54.4,3.804195804,0.682254677,150,39.43014706,145,38.11580882,140,36.80147059
54.55,14.3,0.780065,0.119521912,56.25916335,87.48356328,3.183216,87.48356329,2.993498279,780.065,0.780065,54.4,3.804195804,0.682428658,150,39.43014706,145,38.11580882,140,36.80147059
54.99,14.32,0.7874568,0.177954847,57.53831341,93.78479514,3.183216,93.78479513,2.805933464,787.4568,0.7874568,54.4,3.798882682,0.738514747,150,39.48529412,145,38.16911765,140,36.85294118
54.55,14.65,0.7991575,0.125,56.38125,88.08497537,3.183216,88.08497538,2.791350509,799.1575,0.7991575,54.4,3.71331058,0.703937687,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.186629526,57.72785515,94.71849829,3.183216,94.7184983,2.80512802,806.7033,0.8067033,54.4,3.708248125,0.764097251,150,40.45036765,145,39.10202206,140,37.75367647
54.55,14.65,0.7991575,0.059760956,55.42549801,83.37683748,3.183216,83.37683748,2.660357091,799.1575,0.7991575,54.4,3.71331058,0.66631225,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.780157791,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.062674095,55.46817549,83.58707137,3.183216,83.58707138,2.65370116,799.1575,0.7991575,54.4,3.71331058,0.66799235,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.059602649,55.42317881,83.36541285,3.183216,83.36541284,2.878538506,799.1575,0.7991575,54.4,3.71331058,0.666220949,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.3,0.780065,0.059760956,55.40458167,83.27380135,3.183216,83.27380134,2.654064831,780.065,0.780065,54.4,3.804195804,0.649589779,150,39.43014706,145,38.11580882,140,36.80147059
54.99,14.32,0.7874568,0.178428762,57.54509987,93.81822595,3.183216,93.81822594,3.016293609,787.4568,0.7874568,54.4,3.798882682,0.738778,150,39.48529412,145,38.16911765,140,36.85294118
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.869740223,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.113924051,56.21898734,87.28565193,3.183216,87.28565193,2.80393503,799.1575,0.7991575,54.4,3.71331058,0.697549834,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.187150838,57.73550279,94.7561714,3.183216,94.7561714,3.01450909,806.7033,0.8067033,54.4,3.708248125,0.764401162,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.67,0.8067033,0.187150838,57.73550279,94.7561714,3.183216,94.7561714,3.01450909,806.7033,0.8067033,54.4,3.708248125,0.764401162,150,40.45036765,145,39.10202206,140,37.75367647
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.01450909,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.32,0.781156,0.119521912,56.26155378,87.49533884,3.183216,87.49533883,3.01450909,781.156,0.781156,54.4,3.798882682,0.683475089,150,39.48529412,145,38.16911765,140,36.85294118
54.99,14.65,0.8056035,0.186111111,57.71652778,94.66269841,3.183216,94.66269842,2.791350509,805.6035,0.8056035,54.4,3.71331058,0.762606012,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.67,0.8067033,0.186629526,57.72785515,94.71849829,3.183216,94.7184983,2.792457564,806.7033,0.8067033,54.4,3.708248125,0.764097251,150,40.45036765,145,39.10202206,140,37.75367647
54.55,15.02,0.819341,0.131771596,56.52920937,88.81383926,3.183216,88.81383927,2.660953586,819.341,0.819341,54.4,3.62183755,0.727688199,150,41.41544118,145,40.03492647,140,38.65441176
54.55,14.65,0.7991575,0.119521912,56.30099602,87.68963555,3.183216,87.68963554,2.894242988,799.1575,0.7991575,54.4,3.71331058,0.700778299,150,40.39522059,145,39.04871324,140,37.70220588
54.55,15.01,0.8187955,0.138461538,56.62830769,89.30200834,3.183216,89.30200835,2.650784968,818.7955,0.8187955,54.4,3.6242505,0.731200826,150,41.38786765,145,40.00827206,140,38.62867647
54.55,15.01,0.8187955,0.131578947,56.525,88.79310345,3.183216,88.79310345,2.660357091,818.7955,0.8187955,54.4,3.6242505,0.727033935,150,41.38786765,145,40.00827206,140,38.62867647
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.870531213,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.804734906,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
54.99,14.3,0.786357,0.117880795,56.67569536,89.53544514,3.183216,89.53544513,2.79172535,786.357,0.786357,54.4,3.804195804,0.70406824,150,39.43014706,145,38.11580882,140,36.80147059
54.99,14.65,0.8056035,0.186629526,57.72412256,94.70011115,3.183216,94.70011115,3.015094393,805.6035,0.8056035,54.4,3.71331058,0.76290741,150,40.39522059,145,39.04871324,140,37.70220588
54.55,14.65,0.7991575,0.125348189,56.38635097,88.11010332,3.183216,88.1101033,2.994581209,799.1575,0.7991575,54.4,3.71331058,0.704138499,150,40.39522059,145,39.04871324,140,37.70220588
